,Smiles,Molecule ChEMBL ID
1541,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)nc1,CHEMBL292607
1542,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,CHEMBL47638
1543,CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1,CHEMBL4170508
1544,Cc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4515463
1545,COc1ccc2c(c1)c(CC(=O)NC[C@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL286282
1546,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,CHEMBL3355611
1547,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,CHEMBL3355612
1548,COc1ccc2c(c1)c(CC(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL466447
1549,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,CHEMBL2087935
1550,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,CHEMBL2159921
1551,CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2cc([N+](=O)[O-])ccc2[nH]1,CHEMBL158842
1552,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL285828
1553,CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3ccccc3c2)cc1,CHEMBL3309450
1554,COC(=O)[C@@H](N)Cc1cn(-c2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)c2ccccc12,CHEMBL4640817
1555,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2ccc(Cl)cc2)cc1,CHEMBL4553947
1556,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccccc2)cc1,CHEMBL4473603
1557,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(Cl)cc2)cc1,CHEMBL4569221
1558,CCC(C(=O)N1CCN(c2ccccc2)CC1)n1sc2nc(C)cc(C)c2c1=O,CHEMBL3977032
1559,Cc1cc(C)c2c(=O)n(CN3CCN(C4CCCCC4)CC3)sc2n1,CHEMBL3965233
1560,Cc1ccc(CNc2nc(-c3ccc(S(C)(=O)=O)cc3)nc(Cl)c2C)cc1,CHEMBL257108
1561,O=[N+]([O-])c1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,CHEMBL1775089
1562,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)c(-c2ccc(OC(F)(F)F)cc2)c1.[Na+],CHEMBL1814717
1563,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1-c1ccc(F)cc1.[Na+],CHEMBL1814724
1564,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3576973
1565,NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(Cl)cc3)nn2)cc1,CHEMBL2398536
1566,CC(C)=CCOc1cc2oc(C)cc(=O)c2c(O)c1OCC=C(C)C,CHEMBL1684151
1567,CCOC(=O)c1c(-c2ccccc2)oc2ccc(Oc3ccccc3)cc12,CHEMBL3264518
1568,CCOC(=O)c1c(C)oc2ccc(Oc3ccc4ccccc4c3)cc12,CHEMBL3264524
1569,CCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3775104
1570,CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@@H]2O)cc1-c1ccc(O)cc1.[Na+],CHEMBL1814727
1571,NS(=O)(=O)c1ccc(N2N=C(c3ccc(N4CCOCC4)cc3)CC2c2ccc(F)cc2F)cc1,CHEMBL4168891
1572,Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br,CHEMBL3113234
1573,O=S(=O)(C1CC1)N(c1ccncc1Nc1ccccc1)S(=O)(=O)C1CC1,CHEMBL3113227
1574,CS(=O)(=O)c1ccc(-c2cccnc2-c2ccccc2)cc1,CHEMBL96842
1575,Cc1cc(=O)c(Oc2ccc(Br)cc2Cl)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL338457
1576,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL42398
1577,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1,CHEMBL365622
1578,COc1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL98903
1579,Cn1c(Cl)c(Cl)c(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,CHEMBL127494
1580,CC(COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12)O[N+](=O)[O-],CHEMBL498529
1581,N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1/N=C/c1ccc(F)cc1,CHEMBL4569790
1582,O=C(Nc1ccc(-c2cccc(Cl)c2Cl)cc1)C1=C(O)c2ccccc2S(=O)(=O)N1,CHEMBL1086757
1583,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,CHEMBL4451916
1584,CCc1ccc(-n2cc(CNC(=O)C(=O)c3cc4ccccc4[nH]3)nn2)cc1,CHEMBL4455511
1585,COc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL271932
1586,Cc1c(NCc2ccc(F)cc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,CHEMBL257678
1587,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CHEMBL491582
1588,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1,CHEMBL29500
1589,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL51085
1590,Cc1c(CC(=O)NC(CCO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,CHEMBL3104548
1591,CC(C)(C)c1cc(/C=C2\SC(NC#N)=NC2=O)cc(C(C)(C)C)c1O,CHEMBL16048
1592,Cc1c(Br)c(C)c2c(c1Br)OC(C(F)(F)F)C(C(=O)O)=C2,CHEMBL3342569
1593,Cc1cc(C)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,CHEMBL1288600
1594,CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCCO3)cc1,CHEMBL3309451
1595,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,CHEMBL2283172
1596,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,CHEMBL2283166
1597,C/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,CHEMBL2283178
1598,CCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,CHEMBL2283176
1599,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3CC2)cc1,CHEMBL140167
1600,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(F)cc3F)cc2)cc1,CHEMBL2283160
1601,CCCCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,CHEMBL2283175
1602,CC(Oc1cc(=O)oc2ccccc12)C(=O)NCc1ccccc1,CHEMBL2158357
1603,CCS(=O)(=O)c1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,CHEMBL2347674
1604,Cc1ccc(/N=C/c2cn(C(=O)c3ccccc3)c3ccccc23)cc1,CHEMBL1957884
1605,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cccc(F)c2)cc1,CHEMBL157820
1606,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,CHEMBL29887
1607,[2H]C([2H])([2H])c1cc2c(c(C([2H])([2H])[2H])c1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,CHEMBL3355602
1608,[2H]C([2H])([2H])c1cc(Cl)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,CHEMBL3355608
1609,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1SC)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL95625
1610,COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1Cl,CHEMBL72515
1611,CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccc(F)cc2)cc1,CHEMBL249995
1612,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL279265
1613,CC(C)Cc1ccc(C(C)C(=O)OCCn2c3ccccc3c(=O)c3ccccc32)cc1,CHEMBL2315014
1614,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc([S@+](C)[O-])cc2)o1,CHEMBL209408
1615,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL125460
1616,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1,CHEMBL527107
1617,Cc1cc(-n2cc(-c3ccc(F)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL4444391
1618,Cc1cc(-n2cc(-c3ccc(N)cc3)nn2)n(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL4466030
1619,O=C(CSc1nnc(-c2ccncc2)o1)N/N=C/c1ccc(Cl)cc1,CHEMBL3098648
1620,COc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL4440769
1621,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1,CHEMBL3740850
1622,CC(C(=O)[O-])c1ccc(C[C@H]2CCC[C@H]2O)cc1-c1ccc(O)cc1.[Na+],CHEMBL1814728
1623,CS(=O)(=O)c1ccc(-c2sc(Br)cc2-c2ccc(F)cc2)cc1,CHEMBL65155
1624,Cc1ccc(S(=O)(=O)N/N=C/c2coc3ccccc3c2=O)cc1,CHEMBL1241823
1625,COc1cc(/C=C/c2cc(/C=C/c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O,CHEMBL3290441
1626,CC(C(=O)[O-])c1ccc(CC2CCCC2=O)cc1F.[Na+],CHEMBL1275921
1627,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCCN3CCOCC3)cc2-c2ccccc2)cc1,CHEMBL4438116
1628,C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,CHEMBL4535676
1629,CCCc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,CHEMBL1630250
1630,CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,CHEMBL1630231
1631,CC(C)(C)c1cc(-c2nnc(S)o2)cc(C(C)(C)C)c1O,CHEMBL276916
1632,Cc1ccc(CNc2cc(Cl)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,CHEMBL257299
1633,Cc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL281975
1634,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,CHEMBL295752
1635,COc1ccc(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)cc1O,CHEMBL4763059
1636,C#Cc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,CHEMBL1288640
1637,COc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1,CHEMBL2398538
1638,CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,CHEMBL14420
1639,CC1(O)OC(=O)C(c2ccc(Cl)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1,CHEMBL18251
1640,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc3c2CCC(C)(C)O3)cc1O,CHEMBL4517895
1641,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3cccc(Cl)c3)cc2-c2ccc(F)cc2)cc1,CHEMBL283497
1642,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccc([N+](=O)[O-])cc2)c1Cl,CHEMBL147016
1643,CCCCCCCCCCCc1cc(O)cc(OC)c1O,CHEMBL4761227
1644,CC1=NN(c2cccc(Cl)c2)C(=O)/C1=C\c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12,CHEMBL3100129
1645,COc1ccc(-n2c(SCc3cn(-c4ccc(Cl)cc4)nn3)nc3ccccc3c2=O)cc1,CHEMBL4288111
1646,NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,CHEMBL3309448
1647,Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,CHEMBL3309832
1648,Cc1ccc(-c2c(Cl)c(CCl)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3601277
1649,CC(C(=O)O)c1ccc(C[C@@H]2CCC[C@@H]2O)cc1F,CHEMBL1275970
1650,COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)c(=O)o2)cc1,CHEMBL187137
1651,O=C1NC(=O)C(c2ccc(O)c(O)c2)=C1c1ccccc1,CHEMBL595596
1652,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(O)cc3)cc(C(F)(F)F)n2)cc1,CHEMBL257300
1653,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(F)cc3)cc(C(F)(F)F)n2)cc1,CHEMBL405841
1654,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,CHEMBL2234866
1655,CS(=O)(=O)c1ccc(-c2nc(SCc3cccs3)cc(C(F)(F)F)n2)cc1,CHEMBL270294
1656,Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)COC2=O)cc1,CHEMBL3238416
1657,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,CHEMBL83527
1658,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,CHEMBL1916957
1659,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,CHEMBL599
1660,CCCCCN(CCCCC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,CHEMBL2334132
1661,CC(=O)n1c(Br)cc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1,CHEMBL126808
1662,COc1ccc(-c2nc(NCc3ccccc3)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,CHEMBL16996
1663,CN(C)c1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,CHEMBL27733
1664,CSc1ccc(C2=C3c4cc(C)ccc4CCC3(O)OC2=O)cc1,CHEMBL288423
1665,COc1ccc2c(c1)c(CC(=O)NC[C@H](C)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL25371
1666,Cc1ccc2c(c1)C1=C(c3ccc(S(C)(=O)=O)cc3)C(=O)OC1CC2,CHEMBL289447
1667,NS(=O)(=O)c1ccc(-n2nc(C(=O)Nc3nc4ccccc4s3)nc2-c2ccccc2)cc1,CHEMBL3290197
1668,COC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CHEMBL3810027
1669,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C3CCC2C3)cc1,CHEMBL355771
1670,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,CHEMBL296078
1671,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccccc3)nc2-c2ccc(F)cc2)cc1,CHEMBL16797
1672,CCN(CC)C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,CHEMBL327510
1673,CC(C)(O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,CHEMBL308682
1674,N#Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1,CHEMBL3113226
1675,COc1ccc2c(c1)c(CC(=O)NCCOC(=O)/C=C/c1ccc(N(C)C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL95380
1676,NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL3746265
1677,CC(C)=CCn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O,CHEMBL158310
1678,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,CHEMBL44244
1679,CCCCSc1ccccc1OC(C)=O,CHEMBL144658
1680,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccccc2F)n1)c1ccc(OC)cc1,CHEMBL5277598
1681,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccc(Cl)cc1,CHEMBL5288656
1682,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccccc1OC,CHEMBL5289878
1683,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Cl)cc1,CHEMBL5284686
1684,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,CHEMBL5289200
1685,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccs2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,CHEMBL5276722
1686,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccs2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(OC)cc1,CHEMBL5271327
1687,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1,CHEMBL5283826
1688,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(OC)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1,CHEMBL5273576
1689,CCOP(=O)(OCC)C(C)NC(=O)c1cc(-c2cccc(OC)c2)n(-c2ccc(S(N)(=O)=O)cc2)n1,CHEMBL5279070
1690,CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc(OC)c2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,CHEMBL5267093
1691,COc1cc(C2CC(c3cccc(-n4cnnn4)c3)=NN2C(C)=O)cc(OC)c1OC,CHEMBL5265750
1692,COc1ccc(C2CC(c3cccc(-n4cnnn4)c3)=NN2)cc1OC,CHEMBL5283848
1693,NS(=O)(=O)c1ccc(-c2nn(-c3ccc([N+](=O)[O-])cc3)cc2C=O)cc1,CHEMBL5288954
1694,O=C1CS/C(=N/c2nnc(-c3ccccc3)s2)N1,CHEMBL5270907
1695,CS(=O)(=O)c1ccc(-n2nc(COc3ccc4c(c3)OCO4)cc2-c2ccccc2)cc1,CHEMBL225463
1696,CS(=O)(=O)c1ccc(-c2[nH]c(S(C)(=O)=O)nc2-c2ccc(Cl)cc2)cc1,CHEMBL2347670
1697,CS(=O)(=O)c1ccc(-n2nc(COc3cccc(N4CCOCC4)c3)cc2-c2ccccc2)cc1,CHEMBL373514
1698,O=C1/C(=C/c2coc3ccccc3c2=O)c2ccccc2N1c1c(Cl)cccc1Cl,CHEMBL3314084
1699,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1F,CHEMBL76692
1700,C[C@@H]1O[C@@H](O[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,CHEMBL517149
1701,O=C1CC(c2ccc(O)cc2O)Oc2cc(O)cc(O)c21,CHEMBL465194
1702,O=C(O)CCCC[C@@H]1CCSS1,CHEMBL134342
1703,Cc1ccc(-c2[se]ncc2-c2ccc(Cl)cc2)cc1,CHEMBL471171
1704,COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(C)s5)c(=O)n4n3)ccc2c1,CHEMBL3402332
1705,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Br,CHEMBL313313
1706,C=Cc1cncc(-c2ccc(C(C)C(=O)O)cc2)c1,CHEMBL106828
1707,O=C(O)c1ccc(-n2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)nn2)cc1,CHEMBL4286599
1708,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,CHEMBL2087936
1709,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,CHEMBL2087940
1710,Cc1ccc(C2SCC(=O)N2Nc2ccc(S(C)(=O)=O)cc2)cc1,CHEMBL2087943
1711,CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,CHEMBL2283150
1712,CC(C)(C)c1cc(C(=O)CSCC2CC2)cc2c1OCC2(C)C,CHEMBL417254
1713,CSc1ccc(C2=C3c4ccccc4CCC3OC2=O)cc1,CHEMBL42011
1714,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,CHEMBL28527
1715,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c3ccccc32)cc1,CHEMBL3576984
1716,CS(=O)(=O)c1ccc(-c2cnc(C(=O)c3ccccc3)n2-c2ccc(F)cc2)cc1,CHEMBL331278
1717,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,CHEMBL418448
1718,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(N)cc2)cc1,CHEMBL47687
1719,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527
1720,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,CHEMBL40245
1721,COc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,CHEMBL2398532
1722,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CO)cc1,CHEMBL1147
1723,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,CHEMBL320784
1724,CS(=O)(=O)c1ccc(C2=C(c3cccnc3)C(=O)CC2)cc1,CHEMBL24429
1725,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(=O)O)cc2)cc1,CHEMBL307606
1726,COc1ccc2c(c1)c(CC(=O)Nc1cc(C)c(C(=O)Nc3ccccc3)cc1OC)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL97219
1727,O=[N+]([O-])c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1,CHEMBL1775088
1728,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,CHEMBL305060
1729,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CC2)cc1,CHEMBL2333749
1730,COc1cc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,CHEMBL3823276
1731,CCOc1cccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)c1,CHEMBL319766
1732,CC(=O)c1c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c1O,CHEMBL1242095
1733,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F,CHEMBL183970
1734,Cc1cc(=O)c(-c2ccc(Cl)c(Cl)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,CHEMBL127190
1735,C/C(=C1/SC(N=C(N)N)=NC1=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CHEMBL278246
1736,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2ccccc2c1,CHEMBL3309822
1737,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1,CHEMBL418859
1738,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,CHEMBL43736
1739,COc1cc2occc2c(OC)c1-c1cc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,CHEMBL3127459
1740,COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl,CHEMBL289561
1741,COc1ccc2c(c1)c(CCNC(=O)c1ccc(Cl)cc1)c(C)n2Cc1ccc(Br)cc1,CHEMBL254377
1742,C/C(=N/OCc1ccccc1Nc1c(Cl)cccc1Cl)C(=O)O,CHEMBL442441
1743,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(F)cc2)cc1,CHEMBL3410346
1744,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2c(F)cccc2Cl)cc1,CHEMBL3410364
1745,Cc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1,CHEMBL367864
1746,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1,CHEMBL302771
1747,C[C@H](C(=O)O)c1ccc2c(c1)OCCO2,CHEMBL236433
1748,CS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(O)cc2)cc1,CHEMBL99167
1749,COc1ccc(-c2cscc2-c2ccc(S(N)(=O)=O)cc2)cc1F,CHEMBL97874
1750,COc1ccc2c(c1)c(CC(=O)N(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL97834
1751,Cc1c(CC(=O)OCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,CHEMBL1939678
1752,Cc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,CHEMBL270510
1753,COc1cc2c(cc1OC)CN(C(=O)CCn1sc3nc(C)cc(C)c3c1=O)CC2,CHEMBL3915322
1754,O=C(CCn1sc2ccccc2c1=O)N1CCN(c2cccc(Cl)c2)CC1,CHEMBL3958352
1755,O=C(NNc1ccccc1)c1ccc(Cl)cc1,CHEMBL346470
1756,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)OCO3)cc1,CHEMBL326335
1757,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1,CHEMBL331135
